0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
20.0,1.0
23.0,3.0
30.0,3.0
33.0,1.0
0.0,1.0
20.0,1.0
23.0,3.0
30.0,3.0
33.0,1.0
0.0,1.0
20.0,1.0
23.0,2.0
30.0,2.0
33.0,1.0
0.0,1.0
20.0,1.0
23.0,2.0
30.0,2.0
33.0,1.0
0.0,1.0
20.0,1.0
23.0,2.0
30.0,2.0
33.0,1.0
0.0,1.0
20.0,1.0
23.0,2.0
30.0,2.0
33.0,1.0
0.0,1.0
20.0,1.0
23.0,2.0
30.0,2.0
33.0,1.0
0.0,1.0
20.0,1.0
23.0,2.0
30.0,2.0
33.0,1.0
0.0,1.0
20.0,1.0
23.0,2.0
30.0,2.0
33.0,1.0
0.0,1.0
20.0,1.0
23.0,2.0
30.0,2.0
33.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
30.0,1.0
33.0,3.0
40.0,3.0
43.0,1.0
60.0,1.0
63.0,3.0
70.0,3.0
73.0,1.0
0.0,1.0
0.0,1.0
3.0,1.0
6.0,3.0
7.0,3.0
0.0,1.0
3.0,1.0
6.0,3.0
7.0,3.0
0.0,1.0
3.0,1.0
6.0,3.0
7.0,3.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
0.0,1.0
30.0,1.0
33.0,4.0
0.0,1.0
30.0,1.0
33.0,4.0
0.0,1.0
30.0,1.0
33.0,4.0
0.0,1.0
30.0,1.0
33.0,4.0
0.0,1.0
30.0,1.0
33.0,4.0
0.0,1.0
30.0,1.0
33.0,4.0
0.0,1.0
30.0,1.0
33.0,4.0
0.0,1.0
30.0,1.0
33.0,4.0
0.0,1.0
30.0,1.0
33.0,4.0
0.0,1.0
30.0,1.0
33.0,4.0
60.0,4.0
63.0,3.0
90.0,3.0
93.0,1.0
120.0,1.0
123.0,2.0
150.0,2.0
153.0,1.0
180.0,1.0
183.0,2.0
210.0,2.0
213.0,1.0
0.0,1.0
30.0,1.0
33.0,4.0
60.0,4.0
63.0,3.0
90.0,3.0
93.0,1.0
210.0,1.0
213.0,4.0
240.0,4.0
243.0,1.0
0.0,1.0
0.0,1.0
